Track,Album Name,Artist,Release Date,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Explicit Track
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,37.8,"199,846,893",53777,69.0,"44,694,805","569,158",,,0
Lover,Lover,Taylor Swift,8/16/2019,37.8,"1,413,268,808",104435,81.0,"492,503,095","6,305,357","142,555,742","921,980,357",0
Midas Touch,Midas Touch,KISS OF LIFE,4/3/2024,37.8,"50,824,333",2846,75.0,"42,516,402","906,687","2,436,617","10,253,705",0
Follow You,Follow You / Cutthroat,Imagine Dragons,3/12/2021,37.8,"412,887,321",69959,65.0,"186,582,105","2,209,078","14,717,696","155,388,095",0
ýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýý - Single,Ptrp Studio,6/2/2022,37.8,"13,219,831",3136,45.0,"58,017,693","793,077","292,998,461","3,165,914,733",0
Por las Noches,Por las Noches,Peso Pluma,6/11/2021,37.8,"541,105,655",34793,43.0,"580,242,662","3,118,669","68,355,371","616,205,518",0
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2/1/2017,37.7,"874,864,898",78015,66.0,"340,287,969","1,528,388","1,148,124","12,493,072",0
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,8/25/2017,37.7,"1,362,614,026",183645,79.0,"198,079,219","2,252,308","116,244,737","854,742,783",0
Melhor Vibe,Melhor Vibe,MC Ryan SP,3/20/2024,37.7,"39,157,273",2886,73.0,"55,389,635","396,508",,,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,9/18/2023,37.7,"456,034",14,,"247,148,544","892,208",,,0
Set Fire to the Rain,More Music 2011,Adele,1/1/2011,37.7,"1,595,514,674",186319,77.0,"959,699,985","5,310,150","343,302,209","3,469,644,756",0
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,1/1/2014,37.7,"815,946,405",94852,67.0,"2,318,717,784","12,459,776","92,873,241","1,277,991,912",0
Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,11/30/2021,37.6,"270,364,614",37002,56.0,"392,442,440","3,560,319","207,424,238","2,428,164,682",0
2 Be Loved (Am I Ready),Special,Lizzo,7/15/2022,37.6,"335,194,737",36991,62.0,"63,109,208","453,293","87,255,462","1,189,348,894",1
Shut Up and Dance,Full Circle: The Live Anthology,WALK THE MOON,11/20/2011,37.6,"1,690,450,389",225204,81.0,"679,433,670","4,181,978","31,046,688","201,004,524",0
SugarCrash!,SugarCrash!,ElyOtto,8/25/2020,37.6,"364,210,672",81556,63.0,"55,994,716","1,363,987","2,021,221,164","18,762,950,045",1
Sail,Back From Earth,AWOLNATION,1/1/2010,37.6,"814,264,073",145349,68.0,"878,157,246","6,677,962","331,755,802","3,643,615,871",0
Solo Conmigo,"Fï¿½ï¿½rmula, Vo",Romeo Santos,9/1/2022,37.6,"99,640,817",9262,65.0,"242,164,034","1,185,939","24,620,675","381,807,302",0
See You Again (feat. Charlie Puth),Furious 7: Original Motion Picture Soundtrack,Wiz Khalifa,3/10/2015,37.6,"1,891,920,348",75665,55.0,"248,806,706","2,297,210",,,0
Paint The Town Red,NOW That's What I Call Music! 116,Doja Cat,11/17/2023,37.6,,4,,,,,,0
Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),Noah Kahan,7/18/2023,37.5,"276,026,602",37445,79.0,"2,065,849","27,184","6,248","62,794",1
Danza Kuduro - Cover,ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý - ýýýýýý&ýýýýýý POPS ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý -,MUSIC LAB JPN,2/3/2023,37.5,"1,627,429,837",1,,,,,,1
Piscina,Piscina,Maria Becerra,11/8/2023,37.5,"81,319,633",7972,6.0,"112,905,667","433,853","12,876,515","177,288,152",1
Bandit (with YoungBoy Never Broke Again),Death Race For Love (Bonus Track Version),Juice WRLD,3/8/2019,37.5,"925,747,848",178435,67.0,"533,593,108","4,430,967","4,543,786","28,961,155",1
this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,9/3/2021,37.5,"477,620,800",108333,72.0,"149,501,582","5,261,064","338,814,084","2,841,508,008",0
Galway Girl,ýý (Deluxe),Ed Sheeran,3/3/2017,37.5,"1,311,631,709",121737,72.0,"869,890,899","5,960,113","45,280,966","353,002,887",0
Firework,Teenage Dream,Katy Perry,1/1/2010,37.5,"1,065,375,074",164650,67.0,"1,634,743,568","9,202,767","73,578,788","686,049,802",0
Danza Kuduro - Cover,Let's Workout - Best Pop Hits -,WORK OUT GYM - DJ MIX,10/7/2023,37.5,"1,642,258,500",5,,,,,,1
wait in the truck (feat. Lainey Wilson),wait in the truck - Single,HARDY,8/26/2022,37.5,"127,223,430",24922,63.0,"91,145,868","519,636","3,062,108","39,170,264",0
No Es por Acï¿,No Es por Acï¿½ï¿½ - Si,Carin Leon,7/8/2022,37.4,"331,775,657",17727,51.0,"385,663,277","785,773","2,441,523","45,584,468",0
Funny Song,"Vintage Oddities, Vol. 4",Cavendish Music,8/15/2018,37.4,"5,866,282",3514,39.0,"11,793,478","230,150","3,448,214,061","38,373,644,011",0
Adventure Of A Lifetime,Adventure Of A Lifetime,Coldplay,11/6/2015,37.4,"1,020,239,582",148456,76.0,"1,713,268,429","7,658,837","75,090,375","509,184,619",0
Nice For What,Nice For What,Drake,4/6/2018,37.4,"1,276,685,592",192868,72.0,"516,887,687","3,647,970","12,343,640","107,294,147",1
Us Vs Them,Us Vs. Them,$uicideboy$,3/29/2024,37.4,"44,027,794",7604,,,,"377,500","2,600,000",1
Vaaste,Vaaste,Dhvani Bhanushali,4/6/2019,37.4,"126,921,341",13291,60.0,"1,598,106,066","13,195,302","4,508,761","48,358,536",0
FALTA DE QUï¿½,FALTA DE QUï¿½,Luan Pereira,5/16/2024,37.4,"27,120,441",1557,77.0,"16,048,541","164,441",,,0
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6/24/2022,37.4,"947,763,871",59942,72.0,"65,306,295","1,305,561","2,914,991","20,119,789",0
Obsessed With You,Obsessed With You,Central Cee,9/10/2021,37.3,"336,889,834",130841,64.0,"173,074,934","2,233,120","110,366,168","1,082,794,692",1
Bang!,Bang!,AJR,2/12/2020,37.3,"426,425,213",79159,56.0,"140,168,452","1,822,530","41,846,519","344,434,215",0
Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/2023,37.3,"211,462,881",15136,,"19,719,217","318,628","28,481,462","315,337,428",0
The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,9/15/2023,37.3,"111,155,129",8444,80.0,"37,550,792","381,020","284,583","5,248,242",0
Gato de Noche,Gato de Noche,ýýengo Flow,12/22/2022,37.3,"427,842,597",59365,66.0,"103,306,657","870,677","10,011,741","92,071,601",1
Despeinada,Despeinada,Ozuna,9/3/2020,37.2,"420,652,971",51117,63.0,"680,176,045","2,865,108","41,495,930","490,896,378",0
Runnin,SAVAGE MODE II,21 Savage,10/2/2020,37.2,"653,352,641",181583,77.0,"155,865,473","1,851,789","9,481,274","81,321,613",1
Hey Driver (feat. The War and Treaty),Hey Driver (feat. The War and Treaty),Zach Bryan,8/24/2023,37.2,"221,575,551",30798,78.0,"18,831,939","103,053","6,555,638","55,929,921",0
REAL GANGSTA LOVE,EL ï¿½ï¿½LTIMO B,Trueno,5/23/2024,37.2,"31,366,703",1732,78.0,"7,898,813","183,210",,,1
OKI DOKI,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,37.2,"221,406,245",13588,72.0,"104,090,438","446,840","57,209,984","622,671,381",1
Free Mind,For Broken Ears,Tems,9/25/2020,37.1,"155,772,691",49453,67.0,"148,979,688","1,059,852","87,943,998","793,660,172",0
New Rules,Dua Lipa (Complete Edition),Dua Lipa,1/1/2015,37.1,"2,098,443,322",158842,75.0,"465,005,054","3,549,062","132,602,419","1,171,223,563",0
favorite crime,SOUR,Olivia Rodrigo,5/21/2021,37.1,"1,058,390,692",110900,79.0,"168,012,952","2,303,100","272,858,091","1,391,309,287",0
La Forma en Que Me Miras,La Forma en Que Me Miras,Super Yei,8/4/2018,37.1,"541,468,772",85006,67.0,"1,216,222,199","4,076,269","27,834,409","269,813,115",0
When You're Gone,When You're Gone,Shawn Mendes,3/31/2022,37.1,"323,292,046",40626,71.0,"65,239,480","885,533","13,233,315","190,197,488",0
High Road (feat. Jessie Murph),High Road (feat. Jessie Murph),Koe Wetzel,6/7/2024,37.1,"6,120,999",855,67.0,"669,384","23,157","606,700","6,300,900",1
Savage,Suga,Megan Thee Stallion,3/6/2020,37.1,"427,275,743",63715,61.0,"340,951,703","3,460,872","64,446,548","419,613,742",1
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B) - Single,Latto,6/2/2023,37.0,"60,082,145",11423,60.0,"118,897,128","814,796","7,097,591","48,946,625",1
You Should Probably Leave,Starting Over,Chris Stapleton,11/13/2020,37.0,"427,605,317",56215,77.0,"116,140,773","657,247","6,336,873","85,185,999",0
Runaway,Runaway,AURORA,2/7/2015,37.0,"884,816,583",204318,70.0,"959,919,759","18,300,103","815,869,957","6,276,979,194",0
Spicy,MY WORLD - The 3rd Mini Album,aespa,5/8/2023,37.0,"133,536,914",12910,63.0,"259,267,584","1,817,066","29,633,431","236,752,341",0
Ya Leil W Yal Ein,Ya Leil W Yal Ein,AL SHAMI,9/20/2023,37.0,"9,736,339",2164,,"172,936,554","1,148,187","12,218,642","377,386,323",0
Die For You,Starboy,The Weeknd,11/25/2016,37.0,"2,265,551,950",185803,74.0,"117,456,314","1,132,990","120,865,394","879,722,331",0
Need It (feat. YoungBoy Never Broke Again),Need It,Migos,5/22/2020,37.0,"328,017,675",115095,67.0,"160,730,418","2,090,732","9,174,467","74,601,136",1
Into You,Dangerous Woman,Ariana Grande,4/1/2016,37.0,"1,368,497,471",112014,72.0,"1,149,519,353","6,578,172","56,141,850","340,034,199",0
Invincible,Meet The Woo 2,Pop Smoke,2/7/2020,37.0,"549,824,221",173912,70.0,"192,954,440","1,879,700","194,204,681","2,215,721,495",1
Le Monde,Talk to Me (Original Soundtrack),Richard Carter,8/4/2023,37.0,"84,141,101",23465,62.0,"1,453,321","28,558","204,805,977","2,320,937,018",0
Un Besito Mï¿½,Un Besito Mï¿½,Salastkbron,3/14/2024,36.9,"39,026,522",4463,72.0,"52,315,903","279,494",,,0
Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,Christian Nodal,2/18/2022,36.9,"469,278,591",30545,76.0,"386,430,123","2,100,967","32,595,231","572,889,929",0
Macetando,Macetando,Ivete Sangalo,12/15/2023,36.9,"67,224,922",4356,,"74,438,945","466,819","34,151,856","554,979,736",0
Stand by Me,Don't Play That Song,Ben King,1/5/2024,36.9,"1,094,052,047",1,,,,,,0
Goa Beach,Goa Beach,Tony Kakkar,2/11/2020,36.9,"33,384,757",3507,48.0,"547,206,302","3,673,228","120,770,451","2,180,222,501",0
Sharks,Sharks,Imagine Dragons,6/24/2022,36.9,"283,572,432",48772,65.0,"194,184,325","1,695,485","4,634,496","57,932,068",0
Teenage Dream,Teenage Dream,Stephen Dawes,6/2/2022,36.9,"170,404,957",31472,64.0,"35,509,290","602,329","111,461,479","960,222,096",0
Igualito a Mi Apï¿,Pa Que Hablen,Fuerza Regida,12/30/2022,36.8,"316,447,060",27766,72.0,"254,781,747","1,096,192",,,1
Thunder,Thunder,Gabry Ponte,5/7/2021,36.8,"551,090,518",146088,75.0,"159,774,916","1,105,668","24,033","361,365",0
Thousand Miles,Thousand Miles,The Kid LAROI,4/22/2022,36.8,"299,159,279",65016,65.0,"77,821,012","905,318","36,740,366","393,771,352",1
STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby) - Single,DJ Khaled,8/5/2022,36.8,"204,471,704",72788,55.0,"53,474,695","805,089","13,223,561","154,240,769",1
Walk Em Down (feat. Roddy Ricch),Walk Em Down (feat. Roddy Ricch),NLE Choppa,3/19/2020,36.8,"565,296,902",139124,68.0,"382,444,699","3,526,955","30,493,030","244,428,689",1
Khairiyat,Chhichhore,Arijit Singh,8/31/2019,36.8,"240,571,166",23561,65.0,"1,362,890,151","10,543,675","45,771","617,708",0
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over (Revised Asia Standard Version),Maroon 5,1/1/2010,36.7,"1,461,578,587",216137,76.0,"808,548,795","3,748,427","43,182,317","284,400,429",0
Private Landing (feat. Justin Bieber & Future),Private Landing (feat. Justin Bieber & Future),Don Toliver,2/23/2023,36.7,"242,528,711",57228,72.0,"31,286,296","367,511","13,605,648","115,624,415",1
Turn Yo Clic Up (feat. Future),Turn Yo Clic Up (feat. Future),Quavo,7/14/2023,36.7,"70,868,414",32989,57.0,"44,841,616","419,069","3,924,380","48,989,328",1
Hotline Bling,Hotline Bling,Drake,7/31/2015,36.7,"1,335,494,972",205003,72.0,"165,545,575","1,446,742","38,122,550","284,269,402",0
Down Below,Feed Tha Streets II,Roddy Ricch,11/2/2018,36.7,"394,772,670",120605,66.0,"521,443,401","4,326,249","5,510,422","41,728,771",1
Chupï¿½,Chupï¿½,El Gudi,8/25/2023,36.7,"126,216,271",8260,61.0,"144,392,606","1,240,106","195,604,072","2,031,974,901",0
Emiliana,Emiliana,CKay,12/3/2021,36.7,"223,634,694",85051,62.0,"172,919,874","1,244,703","57,078,249","968,182,145",0
Sonrï¿½ï¿½ele a la ,Sonrï¿½ï¿½ele a la ,DnK,6/25/2021,36.7,"3,052,742",31,10.0,"542,279","8,653","19,334,365","367,663,104",0
Life Goes On,BE,BTS,11/20/2020,36.7,"717,715,448",43805,70.0,"640,225,413","19,718,272","211,335,376","1,177,171,729",0
World Hold On - FISHER Rework,World Hold On (feat. Steve Edwards) [FISHER Rework] - Single,Bob Sinclar,7/8/2022,36.7,"240,482,615",97818,62.0,,,"2,414,970","31,265,399",0
Cry,Fireworks & Rollerblades,Benson Boone,4/5/2024,36.7,"72,952,792",5724,18.0,"9,235,207","107,668","3,556,100","45,173,400",0
11:00 PM,11:11,Maluma,5/17/2019,36.7,"719,602,988",64741,67.0,"1,040,666,593","3,868,761","2,730,302","29,561,419",0
One Call Away,One Call Away,Charlie Puth,8/21/2015,36.6,"833,094,374",74711,69.0,"975,631,232","6,042,733","72,328,589","730,041,228",0
Bitch Let's Do It,Richest Opp,YoungBoy Never Broke Again,5/12/2023,36.6,"46,368,950",20691,60.0,"69,966,850","590,978","7,010,363","48,621,537",1
I Am Not Okay,I Am Not Okay,Jelly Roll,6/12/2024,36.6,"4,522",63,,"252,324","19,441",,,0
Move Your Body,Move Your Body - Single,ýýwnboss,10/29/2021,36.6,"366,000,029",116490,71.0,"91,180,099","918,683","82,329,732","1,275,662,545",0
Stay,Unapologetic (Edited Version),Rihanna,1/1/2012,36.6,"1,313,274,600",140970,69.0,"1,350,480,491","6,778,043","79,123","721,480",0
Faucet Failure,STOKELEY,Ski Mask The Slump God,11/30/2018,36.6,"571,258,899",121284,66.0,"180,999,094","2,026,987","22,668,891","142,353,962",1
Danza Kuduro,Vem Dancar Kuduro,Don Omar,1/1/2010,36.6,"1,656,974,409",266408,76.0,"597,309,937","3,662,324","16,978,206","191,397,624",0
Suavemente,Suavemente,Soolking,2/22/2022,36.6,"159,676,691",53444,59.0,"328,647,215","2,027,788","35,999,887","535,066,055",0
Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,1/1/2012,36.6,"2,004,657,631",277766,83.0,"1,400,581,749","9,714,447","11,894,522","91,255,671",0
Party Rock Anthem,Sorry For Party Rocking (Japan Version),LMFAO,1/1/2011,36.6,"717,233,625",190770,68.0,"2,681,563,789","13,879,113","60,606,503","474,207,854",0
Jealous,Jealous,Eyedress,12/6/2019,36.5,"789,418,331",170553,78.0,"100,552,408","2,069,625","191,909,759","1,315,165,820",0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Now That's What I Call Music! 91,Ellie Goulding,7/24/2015,36.5,"1,532,640,437",238,6.0,"2,536,191,191","15,112,588",,,0
Love Nwantiti - Remix,Love Nwantiti (Remix),Dj Yo!,8/30/2019,36.5,"596,326,288",132469,66.0,"486,500,564","5,645,146","55,744","928,083",0
Param Param,""" PARAM PARAM """,NAMES 51,12/5/2022,36.5,,1,,"506,047,842","4,334,974",,,0
Victoriaï¿½ï¿½ï¿½s ,Victoriaï¿½ï¿½ï¿½s ,Jax,6/30/2022,36.5,"161,267,092",28607,62.0,"60,783,794","1,205,587","80,682,415","667,522,423",1
THE SCOTTS,THE SCOTTS,THE SCOTTS,4/24/2020,36.5,"789,962,731",176635,68.0,,,"154,463,305","1,077,919,359",1
Still With You,Still With You,Jung Kook,6/5/2020,36.5,"188,249,146",18003,72.0,"47,301,413","809,460",,,0
Daytona,Partyson,Cris Mj,11/9/2023,36.5,"139,929,615",11011,77.0,"109,357,722","468,447",,,1
Not Afraid,Not Afraid,Eminem,5/3/2010,36.5,"1,012,914,789",168108,74.0,"2,040,135,706","14,876,226","83,135,225","1,528,287,223",1
GODS,GODS,League of Legends,10/4/2023,36.4,"147,487,181",22912,,"87,715,392","1,215,752",,,0
Fotos Y Recuerdos (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,36.4,"66,283,950",13,,,,,,0
Bad Romance,The Fame Monster (France FNAC Version),Lady Gaga,1/1/2009,36.4,"1,229,109,018",166904,77.0,"2,049,116,263","11,229,749","87,766,017","687,368,332",1
The Feeling,The Feeling - Single,Lost Frequencies,6/9/2023,36.4,"130,424,397",22830,66.0,"22,399,278","197,819","792,073","15,548,348",0
Flowers,NOW That's What I Call Music! 115,Miley Cyrus,7/28/2023,36.4,"2,010,422,639",7,,,,,,0
LUNA,LUNA,Peso Pluma,6/22/2023,36.4,"266,623,831",21962,73.0,"113,286,216","645,754","22,929,405","206,748,849",1
Just Give Me a Reason,The Truth About Love,P!nk,9/14/2012,36.3,"1,301,573,727",145608,78.0,"1,898,440,657","8,070,655","71,901,587","496,883,852",0
UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,7/24/2020,36.3,"828,608,384",93376,64.0,"459,178,965","3,337,302","6,399,410","54,201,520",0
Fancy,The New Classic,Iggy Azalea,1/1/2014,36.3,"724,486,951",89470,61.0,"1,253,153,682","6,766,774","14,054,713","155,148,335",1
Apocalypse,Apocalypse,Cigarettes After Sex,3/21/2017,36.3,"1,305,189,811",259761,82.0,"237,610,293","2,556,677","67,441,717","435,331,773",1
Murder On My Mind,Murder On My Mind,YNW Melly,10/14/2017,36.3,"1,055,558,326",2893,,,,,,0
Pacas De Billetes,Pacas De Billetes,Natanael Cano,5/1/2023,36.2,"199,378,491",20550,66.0,"206,543,945","1,044,649","6,320,515","58,160,087",1
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51 - Single",Bizarrap,6/8/2022,36.2,"305,438,624",54393,65.0,"320,765,258","3,672,582",,,1
A La Antigï¿½ï¿,Vamos Bien,Calibre 50,2/5/2021,36.2,"435,614,687",40685,67.0,"611,062,174","2,855,683","67,870,968","823,863,869",0
Castle on the Hill,Castle on the Hill,Ed Sheeran,1/6/2017,36.2,"1,340,305,216",128114,73.0,"1,019,821,605","5,831,559","76,231,108","545,871,218",0
GENTO,Gento,SB19,5/19/2023,36.2,"44,345,269",4379,58.0,"48,432,004","731,621","184,924,622","1,940,568,487",0
Bebe (feat. Anuel AA),Bebe (feat. Anuel AA),Ozuna,6/21/2017,36.2,"133,601,746",12341,,"2,051,112,014","11,775,388","3,988,434","54,075,721",0
ýýýýýý,ýýýýýý,YOASOBI,9/29/2023,36.1,"84,848,838",10799,71.0,"154,044,793","1,201,477","710,027","13,039,709",0
ýýndigo,ýýndigo - Single,Camilo,10/13/2021,36.1,"270,580,897",31024,60.0,"222,946,420","3,345,792","240,518,242","2,850,944,965",0
BABY OTAKU,BABY OTAKU,Pablito Pesadilla,8/18/2022,36.1,"187,646,063",31155,58.0,"45,203,843","375,214","454,397,685","5,157,109,090",1
The Less I Know The Better,Currents,Tame Impala,7/17/2015,36.1,"1,644,031,037",368350,79.0,"339,312,309","3,947,876","105,078,099","947,781,800",1
ULTRA SOLO REMIX,ULTRA SOLO Remix,Polimï¿½ï¿½ Westc,6/16/2022,36.1,"340,527,913",50714,67.0,"317,404,552","2,187,888","1,809","24,715",0
Next Thing You Know,Next Thing You Know,Jordan Davis,8/12/2022,36.1,"233,212,999",26694,71.0,"8,294,089","77,421","26,904,721","228,973,807",0
Faster n Harder,Faster n Harder,6arelyhuman,2/28/2024,36.1,"45,351,290",6008,68.0,"28,519,638","657,396","7,862,317","53,668,207",1
Bongos (feat. Megan Thee Stallion),Bongos: The Pack,Cardi B,9/7/2023,36.0,"97,991,117",14129,1.0,"58,751,482","828,387","94,111,743","956,028,339",1
Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,9/24/2021,36.0,"487,150,595",92690,67.0,"59,271,967","654,987","164,060,365","1,449,246,797",0
Cabaï¿½,Cabaï¿½,El Jordan 23,6/24/2023,36.0,"179,452,105",24120,72.0,"153,398,992","769,149","13,326,690","85,169,761",1
Golden,Fine Line,Harry Styles,12/13/2019,36.0,"912,294,568",117541,70.0,"332,759,355","5,731,914","144,323,466","1,255,165,488",0
Music For a Sushi Restaurant,Harry's House,Harry Styles,5/20/2022,36.0,"408,265,830",54371,67.0,"72,040,046","1,550,840","526,043,799","5,701,956,773",0
HYPNOTIC DATA,XIII SORROWS,Odetari,9/13/2023,36.0,"111,532,358",18238,,"36,721,724","574,669","67,728,269","509,110,017",1
Bad Feeling (Oompa Loompa),Bad Feeling (Oompa Loompa),Jagwar Twin,12/15/2023,36.0,"68,270,779",10126,,"60,442,554","1,288,140",,,1
Dance The Night,Barbie The Album,Dua Lipa,7/21/2023,36.0,"860,026,452",19743,67.0,"51,745",411,"203,389,233","2,419,873,472",0
RAM TCHUM,RAM TCHUM,DENNIS,2/29/2024,36.0,"62,158,125",3309,74.0,"64,349,649","383,762","128,581","2,815,102",1
Coal,Coal,Dylan Gossett,7/27/2023,35.9,"170,200,281",40016,2.0,"17,596,251","205,907","6,502,394","55,041,835",0
RUNAWAY,RUNAWAY,KAYDEN,3/14/2022,35.9,"3,508,819",1705,32.0,"706,350","13,028","76,555,716","1,851,606,354",0
Habits (Stay High),Habits,Tove Lo,3/15/2013,35.9,"919,756,735",144657,69.0,"1,690,599,219","10,605,192","79,537,962","685,728,708",0
Kilerito,Kilerito - Single,Brytiago,4/19/2024,35.9,"22,216,368",3237,,"27,419,109","295,367",,,1
Houdini,Houdini - Single,Eminem,5/30/2024,35.9,"99,968,146",193,,,,,,0
Moonwalking in Calabasas (feat. Blueface) - Remix,Moonwalking in Calabasas Remix,DDG,8/20/2020,35.9,"337,709,342",124013,61.0,"163,572,008","2,101,899","1,261,834","14,079,058",1
Deli,Like..? Deluxe (Apple Music Edition),Ice Spice,1/20/2023,35.9,"190,497,384",30799,70.0,"83,093,258","911,630","164,828,255","1,315,525,703",1
Too Little Light,Some of Your Pain,koko die,3/17/2023,35.9,"24,935",6,1.0,"397,949,774","447,609",,,0
